id,nomor_peraturan,judul,tahun,no,definisi,singkatan,heading,keywords
112-pmk.05-2015,112/PMK.05/2015,Tarif Layanan Badan Layanan Umum Pusat Pembiayaan Pembangunan Hutan pada Kementerian Lingkungan Hidup dan Kehutanan,2015,112,['Tarif Layanan Badan Layanan Umum Pusat Pembiayaan Pembangunan Hutan pada Kementerian Lingkungan Hidup dan Kehutanan'],[],[],['Tarif Layanan Badan Layanan Umum Pusat Pembiayaan Pembangunan Hutan pada Kementerian Lingkungan Hidup dan Kehutanan']
138-pmk.07-2009,138/PMK.07/2009,"Batas Maksimal Kumulatif Defisit Anggaran Pendapatan dan Belanja Daerah, Batas Maksimal Defisit Anggaran Pendapatan dan Belanja Daerah Masing-Masing Daerah, dan Batas Maksimal Kumulatif Pinjaman Daerah Tahun Anggaran 2010",2009,138,"['Pemerintah Daerah', 'Daerah Otonom, selanjutnya disebut Daerah', 'Anggaran Pendapatan dan Belanja Daerah, selanjutnya disebut APBD', 'Defisit APBD', 'Produk Domestik Bruto, selanjutnya disebut PDB', 'Pendapatan Daerah', 'Belanja Daerah', 'Pinjaman Daerah', 'Batas Maksimal Kumulatif Defisit APBD', 'Batas Maksimal Defisit APBD', 'Batas Maksimal Kumulatif Pinjaman Daerah']",[],"['KETENTUAN UMUM', 'BATAS MAKSIMAL KUMULATIF DEFISIT ANGGARAN PENDAPATAN DAN BELANJA DAERAH', 'BATAS MAKSIMAL DEFISIT ANGGARAN PENDAPATAN DAN BELANJA DAERAH MASING-MASING DAERAH', 'BATAS MAKSIMAL KUMULATIF PINJAMAN DAERAH', 'PEMANTAUAN DEFISIT ANGGARAN PENDAPATAN DAN BELANJA DAERAH DAN PINJAMAN DAERAH', 'KETENTUAN PENUTUP']","['Pemerintah Daerah', 'Daerah Otonom, selanjutnya disebut Daerah', 'Anggaran Pendapatan dan Belanja Daerah, selanjutnya disebut APBD', 'Defisit APBD', 'Produk Domestik Bruto, selanjutnya disebut PDB', 'Pendapatan Daerah', 'Belanja Daerah', 'Pinjaman Daerah', 'Batas Maksimal Kumulatif Defisit APBD', 'Batas Maksimal Defisit APBD', 'Batas Maksimal Kumulatif Pinjaman Daerah', 'BATAS MAKSIMAL KUMULATIF DEFISIT ANGGARAN PENDAPATAN DAN BELANJA DAERAH', 'BATAS MAKSIMAL DEFISIT ANGGARAN PENDAPATAN DAN BELANJA DAERAH MASING-MASING DAERAH', 'BATAS MAKSIMAL KUMULATIF PINJAMAN DAERAH', 'PEMANTAUAN DEFISIT ANGGARAN PENDAPATAN DAN BELANJA DAERAH DAN PINJAMAN DAERAH']"
perpres-26-tahun-2012,PERPRES 26 TAHUN 2012,Cetak Biru Pengembangan Sistem Logistik Nasional,2012,26,"['Cetak Biru Pengembangan Sistem Logistik Nasional', 'Cetak Biru Pengembangan Sistem Logistik Nasional']",[],[],"['Cetak Biru Pengembangan Sistem Logistik Nasional', 'Cetak Biru Pengembangan Sistem Logistik Nasional']"
213-pmk.011-2011,213/PMK.011/2011,Penetapan Sistem Klasifikasi Barang dan Pembebanan Tarif Bea Masuk atas Barang Impor,2011,213,['Menetapkan sistem klasifikasi barang dan pembebanan tarif bea masuk atas barang impor yang meliputi: a. Ketentuan umum untuk menginterpretasi Harmonized System'],[],[],['Menetapkan sistem klasifikasi barang dan pembebanan tarif bea masuk atas barang impor yang meliputi: a. Ketentuan umum untuk menginterpretasi Harmonized System']
216-pmk.01-2017,216/PMK.01/2017,Akuntan Beregister,2017,216,"['Akuntan Beregister', 'Akuntan Berpraktik', 'Kantor Jasa Akuntan', 'Asosiasi Profesi Akuntan', 'Asosiasi Profesi Bidang Akuntansi', 'Pendidikan Profesional Berkelanjutan', 'Rekan', 'Menteri', 'Pusat Pembinaan Profesi Keuangan']",[],"['KETENTUAN UMUM', 'AKUNTAN BEREGISTER', 'UJIAN SERTIFIKASI PROFESI AKUNTANSI', 'AKUNTAN BERPRAKTIK', 'KJA', 'CABANG KJA', 'PEMBINAAN DAN PENGAWASAN', 'ASOSIASI PROFESI AKUNTAN', 'TATA CARA PENGENAAN SANKSI ADMINISTRATIF', 'KETENTUAN PERALIHAN', 'KETENTUAN PENUTUP', 'Tata Cara Permohonan Pendaftaran Akuntan Beregister', 'Akuntan Beregister bagi Warga Negara Asing', 'Sertifikasi dan Keanggotaan Akuntan Beregister', 'Izin Akuntan Berpraktik', 'Pengunduran Diri dan Tidak Berlakunya Izin Akuntan Berpraktik', 'Kewajiban Akuntan Berpraktik', 'Badan Usaha KJA', 'Izin Usaha KJA', 'Kewajiban KJA', 'Kerja Sama KJA', 'Umum', 'PPL']","['Akuntan Beregister', 'Akuntan Berpraktik', 'Kantor Jasa Akuntan', 'Asosiasi Profesi Akuntan', 'Asosiasi Profesi Bidang Akuntansi', 'Pendidikan Profesional Berkelanjutan', 'Rekan', 'Menteri', 'Pusat Pembinaan Profesi Keuangan', 'AKUNTAN BEREGISTER', 'UJIAN SERTIFIKASI PROFESI AKUNTANSI', 'AKUNTAN BERPRAKTIK', 'KJA', 'CABANG KJA', 'PEMBINAAN DAN PENGAWASAN', 'ASOSIASI PROFESI AKUNTAN', 'TATA CARA PENGENAAN SANKSI ADMINISTRATIF', 'Tata Cara Permohonan Pendaftaran Akuntan Beregister', 'Akuntan Beregister bagi Warga Negara Asing', 'Sertifikasi dan Keanggotaan Akuntan Beregister', 'Izin Akuntan Berpraktik', 'Pengunduran Diri dan Tidak Berlakunya Izin Akuntan Berpraktik', 'Kewajiban Akuntan Berpraktik', 'Badan Usaha KJA', 'Izin Usaha KJA', 'Kewajiban KJA', 'Kerja Sama KJA', 'Umum', 'PPL']"
105-pmk.011-2012,105/PMK.011/2012,Bea Masuk Ditanggung Pemerintah atas Impor Barang dan Bahan Guna Pembuatan dan/atau Perbaikan Kapal untuk Tahun Anggaran 2012,2012,105,"['Perusahaan', 'Barang dan Bahan Untuk Industri Pembuatan dan/atau Perbaikan Kapal']",['Barang dan Bahan'],[],"['Perusahaan', 'Barang dan Bahan Untuk Industri Pembuatan dan/atau Perbaikan Kapal']"
perpres-107-tahun-2012,PERPRES 107 TAHUN 2012,Tunjangan Kinerja Pegawai di Lingkungan Badan Pengkajian dan Penerapan Teknologi,2012,107,"['Pegawai Negeri', 'Pegawai di lingkungan Badan Pengkajian dan Penerapan Teknologi']",[],[],"['Pegawai Negeri', 'Pegawai di lingkungan Badan Pengkajian dan Penerapan Teknologi']"
32-pmk.02-2016,32/PMK.02/2016,"Tata Cara Penyediaan, Pencairan, dan Pertanggungjawaban Dana
Subsidi Bantuan Uang Muka Perumahan dan Subsidi Bunga Kredit Perumahan",2016,32,"['Subsidi Bantuan Uang Muka Perumahan', 'Subsidi Bunga Kredit Perumahan', 'Bagian Anggaran Bendahara Umum Negara', 'Daftar Isian Pelaksanaan Anggaran Bendahara Umum Negara']","['BA BUN', 'DIPA BUN']",[],"['Subsidi Bantuan Uang Muka Perumahan', 'Subsidi Bunga Kredit Perumahan', 'Bagian Anggaran Bendahara Umum Negara', 'Daftar Isian Pelaksanaan Anggaran Bendahara Umum Negara']"
pp-33-tahun-2011,PP 33 TAHUN 2011,"Pemberian Gaji/Pensiun/Tunjangan Bulan Ketiga Belas dalam Tahun Anggaran 2011 Kepada Pegawai Negeri, Pejabat Negara, dan Penerima Pensiun/Tunjangan",2011,33,"['Pegawai Negeri', 'Pejabat Negara', 'Penerima pensiun', 'Penerima tunjangan']",[],[],"['Pegawai Negeri', 'Pejabat Negara', 'Penerima pensiun', 'Penerima tunjangan']"
153-pmk.07-2011,153/PMK.07/2011,Pedoman Umum dan Alokasi Koreksi Positif Dana Alokasi Umum dan Koreksi Positif Dana Alokasi Khusus Tahun Anggaran 2010,2011,153,"['Koreksi positif Dana Alokasi Umum Tahun Anggaran 2010', 'Koreksi positif Dana Alokasi Khusus Tahun Anggaran 2010']",[],[],"['Koreksi positif Dana Alokasi Umum Tahun Anggaran 2010', 'Koreksi positif Dana Alokasi Khusus Tahun Anggaran 2010']"
166-pmk.07-2019,166/PMK.07/2019,Dana Alokasi Umum Tambahan Bantuan Pembayaran Selisih Perubahan Luran Jaminan Kesehatan Penduduk yang Didaftarkan oleh Pemerintah Daerah,2019,166,"['Anggaran Pendapatan dan Belanja Negara', 'Anggaran Pendapatan dan Belanja Daerah', 'Transfer ke Daerah dan Dana Desa', 'Pemerintah Daerah', 'Jaminan Kesehatan', 'Iuran Jaminan Kesehatan', 'Badan Penyelenggara Jaminan Sosial Kesehatan', 'Dana Alokasi Umum Tambahan Bantuan Selisih Perubahan Iuran Penduduk yang Didaftarkan oleh Pemerintah Daerah', 'Dana Hasil Pemotongan DAU Tambahan Bantuan Selisih Perubahan Iuran', 'Kuasa Pengguna Anggaran Bendahara Umum Negara', 'Pejabat Pembuat Komitmen', 'Pejabat Penandatangan Surat Perintah Membayar', 'Daftar Isian Pelaksanaan Anggaran Bendahara Umum Negara', 'Surat Permintaan Pembayaran', 'Surat Perintah Membayar', 'Surat Perintah Pencairan Dana']","['Iuran', 'DAU Tambahan Bantuan Selisih Perubahan Iuran', 'DHP DAU Tambahan Bantuan Selisih Perubahan Iuran']","['KETENTUAN UMUM', 'PENGALOKASIAN DAU TAMBAHAN BANTUAN SELISIH PERUBAHAN IURAN', 'PENYALURAN DAU TAMBAHAN BANTUAN SELISIH PERUBAHAN IURAN', 'PEMOTONGAN ATAS PENYALURAN DAU TAMBAHAN BANTUAN SELISIH PERUBAHAN IURAN DAN PENYETORAN DHP DAU TAMBAHAN BANTUAN SELISIH PERUBAHAN IURAN', 'PENGGUNAAN CADANGAN PERUBAHAN JUMLAH KEPESERTAAN', 'PENATAUSAHAAN, AKUNTANSI, DAN PELAPORAN', 'KETENTUAN LAIN-LAIN', 'KETENTUAN PENUTUP']","['Anggaran Pendapatan dan Belanja Negara', 'Anggaran Pendapatan dan Belanja Daerah', 'Transfer ke Daerah dan Dana Desa', 'Pemerintah Daerah', 'Jaminan Kesehatan', 'Iuran Jaminan Kesehatan', 'Badan Penyelenggara Jaminan Sosial Kesehatan', 'Dana Alokasi Umum Tambahan Bantuan Selisih Perubahan Iuran Penduduk yang Didaftarkan oleh Pemerintah Daerah', 'Dana Hasil Pemotongan DAU Tambahan Bantuan Selisih Perubahan Iuran', 'Kuasa Pengguna Anggaran Bendahara Umum Negara', 'Pejabat Pembuat Komitmen', 'Pejabat Penandatangan Surat Perintah Membayar', 'Daftar Isian Pelaksanaan Anggaran Bendahara Umum Negara', 'Surat Permintaan Pembayaran', 'Surat Perintah Membayar', 'Surat Perintah Pencairan Dana', 'PENGALOKASIAN DAU TAMBAHAN BANTUAN SELISIH PERUBAHAN IURAN', 'PENYALURAN DAU TAMBAHAN BANTUAN SELISIH PERUBAHAN IURAN', 'PEMOTONGAN ATAS PENYALURAN DAU TAMBAHAN BANTUAN SELISIH PERUBAHAN IURAN DAN PENYETORAN DHP DAU TAMBAHAN BANTUAN SELISIH PERUBAHAN IURAN', 'PENGGUNAAN CADANGAN PERUBAHAN JUMLAH KEPESERTAAN', 'PENATAUSAHAAN, AKUNTANSI, DAN PELAPORAN']"
46-pmk.07-2020,46/PMK.07/2020,Pengelolaan Hibah Dari Pemerintah Pusat Kepada Pemerintah Daerah dalam Rangka Penanganan Pandemi Corona Virus Disease 2019( Covid-19) dan Dampak Akibat Pandemi Corona Virus Disease 2019 (Covid-19,2020,46,"['Pemerintah Pusat', 'Pemerintah Daerah', 'Anggaran Pendapatan dan Belanja Negara', 'Anggaran Pendapatan dan Belanja Daerah', 'Hibah dari Pemerintah kepada Pemerintah Daerah', 'Hibah Penanganan Pandemi COVID -19', 'Bagian Anggaran Bendahara Umum Negara', 'Pengguna Anggaran Bendahara Umum Negara', 'Pembantu Pengguna Anggaran Bendahara Umum Negara Pengelolaan Hibah Daerah', 'Kuasa Pengguna Anggaran Bendahara Umum Negara Pengelolaan Hibah Daerah', 'Kuasa Pengguna Anggaran Bendahara Umum Negara Penyaluran Hibah Daerah', 'Kementerian Teknis ( Executing Agency', 'Surat Penetapan Pemberian Hibah', 'Daftar Isian Pelaksanaan Anggaran Bendahara Umum Negara', 'Perjanjian Hibah Daerah', 'Rencana Kerja dan Anggaran Bendahara Umum Negara', 'Rencana Dana Pengeluaran Bendahara Umum Negara', 'Rekening Kas Umum Negara', 'Rekening Kas Umum Daerah', 'Rencana Kegiatan dan Anggaran', 'Surat Pernyataan Tanggung Jawab Mutlak']","['Pemerintah', 'Hibah', 'BA BUN', 'PA BUN', 'PPA BUN Pengelolaan Hibah Daerah', 'KPA BUN Pengelolaan Hibah Daerah', 'KPA BUN Penyaluran Hibah Daerah', 'RKA BUN', 'RDP BUN']","['KETENTUAN UMUM', 'BENTUK DAN SUMBER HIBAH', 'PPA BUN DAN KPA BUN', 'PENGANGGARAN DAN PENGALOKASIAN', 'SPPH DAN PHD', 'PENYALURAN', 'PEMANTAUAN DAN EVALUASI', 'KETENTUAN PENUTUP', 'Penganggaran Hibah Penanganan Pandemi COVID -19', 'Alokasi Hibah Penanganan Pandemi COVID -dan Penghitungan Alokasi per Daerah']","['Pemerintah Pusat', 'Pemerintah Daerah', 'Anggaran Pendapatan dan Belanja Negara', 'Anggaran Pendapatan dan Belanja Daerah', 'Hibah dari Pemerintah kepada Pemerintah Daerah', 'Hibah Penanganan Pandemi COVID -19', 'Bagian Anggaran Bendahara Umum Negara', 'Pengguna Anggaran Bendahara Umum Negara', 'Pembantu Pengguna Anggaran Bendahara Umum Negara Pengelolaan Hibah Daerah', 'Kuasa Pengguna Anggaran Bendahara Umum Negara Pengelolaan Hibah Daerah', 'Kuasa Pengguna Anggaran Bendahara Umum Negara Penyaluran Hibah Daerah', 'Kementerian Teknis ( Executing Agency', 'Surat Penetapan Pemberian Hibah', 'Daftar Isian Pelaksanaan Anggaran Bendahara Umum Negara', 'Perjanjian Hibah Daerah', 'Rencana Kerja dan Anggaran Bendahara Umum Negara', 'Rencana Dana Pengeluaran Bendahara Umum Negara', 'Rekening Kas Umum Negara', 'Rekening Kas Umum Daerah', 'Rencana Kegiatan dan Anggaran', 'Surat Pernyataan Tanggung Jawab Mutlak', 'BENTUK DAN SUMBER HIBAH', 'PPA BUN DAN KPA BUN', 'PENGANGGARAN DAN PENGALOKASIAN', 'SPPH DAN PHD', 'PENYALURAN', 'PEMANTAUAN DAN EVALUASI', 'Penganggaran Hibah Penanganan Pandemi COVID -19', 'Alokasi Hibah Penanganan Pandemi COVID -dan Penghitungan Alokasi per Daerah']"
perpres-46-tahun-2013,PERPRES 46 TAHUN 2013,Badan Tenaga Nuklir Nasional,2013,46,['Badan Tenaga Nuklir Nasional merupakan Badan Pelaksana'],[],"['KEDUDUKAN, TUGAS, DAN FUNGSI', 'ORGANISASI', 'TATA KERJA', 'ESELON, PENGANGKATAN, DAN PEMBERHENTIAN', 'PENDANAAN', 'KETENTUAN LAIN-LAIN', 'KETENTUAN PERALIHAN', 'KETENTUAN PENUTUP', 'Susunan Organisasi', 'Kepala', 'Sekretariat Utama', 'Deputi Bidang Sains dan Aplikasi Teknologi Nuklir', 'Deputi Bidang Teknologi Energi Nuklir', 'Deputi Bidang Pendayagunaan Teknologi Nuklir', 'Unsur Pengawas', 'Unsur Pendukung', 'Unit Jaminan Mutu dan Unit Pengamanan Nuklir', 'Unit Pelaksana Teknis', 'Jabatan Fungsional']","['Badan Tenaga Nuklir Nasional merupakan Badan Pelaksana', 'KEDUDUKAN, TUGAS, DAN FUNGSI', 'ORGANISASI', 'TATA KERJA', 'ESELON, PENGANGKATAN, DAN PEMBERHENTIAN', 'PENDANAAN', 'Susunan Organisasi', 'Kepala', 'Sekretariat Utama', 'Deputi Bidang Sains dan Aplikasi Teknologi Nuklir', 'Deputi Bidang Teknologi Energi Nuklir', 'Deputi Bidang Pendayagunaan Teknologi Nuklir', 'Unsur Pengawas', 'Unsur Pendukung', 'Unit Jaminan Mutu dan Unit Pengamanan Nuklir', 'Unit Pelaksana Teknis', 'Jabatan Fungsional']"
266-pmk.05-2014,266/PMK.05/2014,Sistem Akuntansi dan Pelaporan Keuangan Transaksi Khusus,2014,266,"['Sistem Akuntansi dan Pelaporan Keuangan Transaksi Khusus', 'Penerimaan Negara Bukan Pajak', 'Kontraktor Kontrak Kerja Sama', 'Kontraktor Perjanjian Kerja Sama/Karya Pengusahaan Pertambangan Batubara', 'Barang Milik Negara', 'Barang Milik Negara yang tidak digunakan untuk menyelenggarakan tugas dan fungsi Kementerian Negara/Lembaga', 'Bantuan Likuiditas Bank Indonesia', 'Unit Akuntansi dan Pelaporan Keuangan Kuasa Pengguna Anggaran Bendahara Umum Negara Transaksi Khusus', 'Unit Akuntansi dan Pelaporan Keuangan Koordinator Kuasa Pengguna Anggaran Bendahara Umum Negara Transaksi Khusus', 'Unit Akuntansi dan Pelaporan Keuangan Pembantu Bendahara Umum Negara Transaksi Khusus', 'Unit Akuntansi dan Pelaporan Keuangan Koordinator Pembantu Bendahara Umum Negara Transaksi Khusus', 'Unit Akuntansi dan Pelaporan Keuangan Kuasa Pengelola Barang Bendahara Umum Negara', 'Direktorat Jenderal Perbendaharaan', 'Badan Kebijakan Fiskal', 'Direktorat Jenderal Anggaran', 'Direktorat Jenderal Kekayaan Negara', 'Direktorat Jenderal Perimbangan Keuangan', 'Pajak Rokok', 'Barang yang menjadi milik/kekayaan negara yang berasal dari Kontraktor Kontrak Kerja Sama', 'Barang yang menjadi milik/kekayaan negara yang berasal dari Kontraktor Perjanjian Kerjasama/Karya Pengusahaan Pertambangan Batubara', 'Dokumen Sumber', 'Buku Besar Kas', 'Buku Besar Akrual', 'Laporan Keuangan', 'Laporan Realisasi Anggaran', 'Laporan Operasional', 'Laporan Perubahan Ekuitas', 'Neraca', 'Catatan atas Laporan Keuangan', 'Kuasa Pengguna Anggaran', 'Kuasa Pengguna Barang', 'Rekonsiliasi', 'Reviu', 'Aset Bekas Milik Asing/China', 'PT Perusahaan Pengelola Aset (Persero', 'Aset Eks Kelolaan PT PPA', 'Aset yang Diserahkelolakan kepada PT PPA', 'Aset Eks Pertamina', 'Selisih kurs']","['Kontraktor PKP2B', 'BMN Idle', 'BMN Yang Berasal Dari KKKS', 'BMN Yang Berasal Dari Kontraktor PKP2B', 'PT PPA']","['KETENTUAN UMUM', 'UNIT AKUNTANSI DAN PELAPORAN KEUANGAN', 'AKUNTANSI DAN PELAPORAN KEUANGAN', 'PERNYATAAN TANGGUNG JAWAB', 'MODUL SATK', 'PERNYATAAN TELAH DIREVIU', 'Laporan Keuangan, dilakukan reviu atas laporan keuangan tingkat UAKPA BUN TK, UAKKPA BUN TK, UAP BUN TK, dan UAKP BUN TK. (2) Reviu', 'KETENTUAN LAIN-LAIN', 'KETENTUAN PERALIHAN', 'KETENTUAN PENUTUP', 'Definisi', 'Ruang Lingkup', 'Unit Akuntansi dan Pelaporan Keuangan Transaksi Khusus', 'Tingkat UAKPA BUN TK', 'Tingkat UAKKPA BUN TK', 'Tingkat UAPBUN TK', 'Tingkat UAKP BUN TK', 'Pernyataan Tanggung Jawab', 'Penandatangan Pernyataan Tanggung Jawab']","['Sistem Akuntansi dan Pelaporan Keuangan Transaksi Khusus', 'Penerimaan Negara Bukan Pajak', 'Kontraktor Kontrak Kerja Sama', 'Kontraktor Perjanjian Kerja Sama/Karya Pengusahaan Pertambangan Batubara', 'Barang Milik Negara', 'Barang Milik Negara yang tidak digunakan untuk menyelenggarakan tugas dan fungsi Kementerian Negara/Lembaga', 'Bantuan Likuiditas Bank Indonesia', 'Unit Akuntansi dan Pelaporan Keuangan Kuasa Pengguna Anggaran Bendahara Umum Negara Transaksi Khusus', 'Unit Akuntansi dan Pelaporan Keuangan Koordinator Kuasa Pengguna Anggaran Bendahara Umum Negara Transaksi Khusus', 'Unit Akuntansi dan Pelaporan Keuangan Pembantu Bendahara Umum Negara Transaksi Khusus', 'Unit Akuntansi dan Pelaporan Keuangan Koordinator Pembantu Bendahara Umum Negara Transaksi Khusus', 'Unit Akuntansi dan Pelaporan Keuangan Kuasa Pengelola Barang Bendahara Umum Negara', 'Direktorat Jenderal Perbendaharaan', 'Badan Kebijakan Fiskal', 'Direktorat Jenderal Anggaran', 'Direktorat Jenderal Kekayaan Negara', 'Direktorat Jenderal Perimbangan Keuangan', 'Pajak Rokok', 'Barang yang menjadi milik/kekayaan negara yang berasal dari Kontraktor Kontrak Kerja Sama', 'Barang yang menjadi milik/kekayaan negara yang berasal dari Kontraktor Perjanjian Kerjasama/Karya Pengusahaan Pertambangan Batubara', 'Dokumen Sumber', 'Buku Besar Kas', 'Buku Besar Akrual', 'Laporan Keuangan', 'Laporan Realisasi Anggaran', 'Laporan Operasional', 'Laporan Perubahan Ekuitas', 'Neraca', 'Catatan atas Laporan Keuangan', 'Kuasa Pengguna Anggaran', 'Kuasa Pengguna Barang', 'Rekonsiliasi', 'Reviu', 'Aset Bekas Milik Asing/China', 'PT Perusahaan Pengelola Aset (Persero', 'Aset Eks Kelolaan PT PPA', 'Aset yang Diserahkelolakan kepada PT PPA', 'Aset Eks Pertamina', 'Selisih kurs', 'UNIT AKUNTANSI DAN PELAPORAN KEUANGAN', 'AKUNTANSI DAN PELAPORAN KEUANGAN', 'PERNYATAAN TANGGUNG JAWAB', 'MODUL SATK', 'PERNYATAAN TELAH DIREVIU', 'Laporan Keuangan, dilakukan reviu atas laporan keuangan tingkat UAKPA BUN TK, UAKKPA BUN TK, UAP BUN TK, dan UAKP BUN TK. (2) Reviu', 'Definisi', 'Ruang Lingkup', 'Unit Akuntansi dan Pelaporan Keuangan Transaksi Khusus', 'Tingkat UAKPA BUN TK', 'Tingkat UAKKPA BUN TK', 'Tingkat UAPBUN TK', 'Tingkat UAKP BUN TK', 'Pernyataan Tanggung Jawab', 'Penandatangan Pernyataan Tanggung Jawab']"
205-pmk.02-2013,205/PMK.02/2013,"Tata Cara Penyediaan, Pencairan, dan Pertanggungjawaban Dana Iuran Jaminan Kesehatan Penerima Penghasilan Dari Pemerintah",2013,205,"['Iuran Jaminan Kesehatan Penerima Penghasilan dari Pemerintah', 'Badan Penyelenggara Jaminan Sosial Kesehatan', 'Pegawai Negeri Sipil', 'Prajurit Tentara Nasional Indonesia', 'Anggota Kepolisian Negara Republik Indonesia', 'Pejabat Negara', 'Penerima Pensiun', 'Veteran', 'Perintis Kemerdekaan', 'Pegawai Pemerintah Non Pegawai Negeri', 'Pembantu Pengguna Anggaran Bendahara Umum Negara', 'Kuasa Pengguna Anggaran Bendahara Umum Negara', 'Pejabat Pembuat Komitmen', 'Pejabat Penanda Tangan Surat Perintah Membayar', 'Batas atas pembayaran iuran']","['Iuran Jaminan Kesehatan', 'BPJS Kesehatan', 'Prajurit TNI', 'Anggota Polri', 'PPSPM']","['KETENTUAN UMUM', 'PENYEDIAAN DANA', 'PENCAIRAN DANA', 'PERTANGGUNGJAWABAN DANA', 'KETENTUAN LAIN-LAIN', 'KETENTUAN PENUTUP']","['Iuran Jaminan Kesehatan Penerima Penghasilan dari Pemerintah', 'Badan Penyelenggara Jaminan Sosial Kesehatan', 'Pegawai Negeri Sipil', 'Prajurit Tentara Nasional Indonesia', 'Anggota Kepolisian Negara Republik Indonesia', 'Pejabat Negara', 'Penerima Pensiun', 'Veteran', 'Perintis Kemerdekaan', 'Pegawai Pemerintah Non Pegawai Negeri', 'Pembantu Pengguna Anggaran Bendahara Umum Negara', 'Kuasa Pengguna Anggaran Bendahara Umum Negara', 'Pejabat Pembuat Komitmen', 'Pejabat Penanda Tangan Surat Perintah Membayar', 'Batas atas pembayaran iuran', 'PENYEDIAAN DANA', 'PENCAIRAN DANA', 'PERTANGGUNGJAWABAN DANA']"
179-pmk.06-2009,179/PMK.06/2009,Penilaian Barang Milik Negara,2009,179,"['Barang Milik Negara', 'Pemanfaatan', 'Pemindahtanganan', 'Penilaian', 'Pengelola Barang', 'Pengguna Barang', 'Kuasa Pengguna Barang', 'Pemohon', 'Menteri', 'Direktorat Jenderal', 'Direktur Jenderal', 'Kantor Pusat', 'Kantor Wilayah', 'Kantor Pelayanan', 'Penilai', 'Penilai Internal di Lingkungan Direktorat Jenderal Kekayaan Negara, selanjutnya disebut Penilai Direktorat Jenderal', 'Penilai Eksternal', 'Nilai Buku', 'Surat Berharga Syariah Negara, selanjutnya disebut SBSN', 'Basis Data']",[],"['KETENTUAN UMUM', 'RUANG LINGKUP', 'TIM PENILAI DIREKTORAT JENDERAL', 'PELAKSANAAN PENILAIAN', 'BASIS DATA PENILAIAN', 'KETENTUAN PERALIHAN', 'KETENTUAN PENUTUP', 'Umum', 'Objek Penilaian', 'Tujuan Penilaian', 'Permohonan Penilaian', 'Pembentukan Tim Penilai Direktorat Jenderal', 'Pembagian Kewenangan Tim Penilai Direktorat Jenderal', 'Bantuan Penilaian', 'Penggunaan Penilai Eksternal', 'Proses Penilaian', 'Kaji Ulang Laporan Penilaian', 'Standar Penilaian', 'Identifikasi Permohonan/Penugasan Penilaian', 'Penentuan Tujuan Penilaian', 'Pengumpulan Data Awal', 'Survei Lapangan', 'Analisis Data', 'Penentuan Pendekatan Penilaian', 'Simpulan Nilai', 'Laporan Penilaian']","['Barang Milik Negara', 'Pemanfaatan', 'Pemindahtanganan', 'Penilaian', 'Pengelola Barang', 'Pengguna Barang', 'Kuasa Pengguna Barang', 'Pemohon', 'Menteri', 'Direktorat Jenderal', 'Direktur Jenderal', 'Kantor Pusat', 'Kantor Wilayah', 'Kantor Pelayanan', 'Penilai', 'Penilai Internal di Lingkungan Direktorat Jenderal Kekayaan Negara, selanjutnya disebut Penilai Direktorat Jenderal', 'Penilai Eksternal', 'Nilai Buku', 'Surat Berharga Syariah Negara, selanjutnya disebut SBSN', 'Basis Data', 'RUANG LINGKUP', 'TIM PENILAI DIREKTORAT JENDERAL', 'PELAKSANAAN PENILAIAN', 'BASIS DATA PENILAIAN', 'Umum', 'Objek Penilaian', 'Tujuan Penilaian', 'Permohonan Penilaian', 'Pembentukan Tim Penilai Direktorat Jenderal', 'Pembagian Kewenangan Tim Penilai Direktorat Jenderal', 'Bantuan Penilaian', 'Penggunaan Penilai Eksternal', 'Proses Penilaian', 'Kaji Ulang Laporan Penilaian', 'Standar Penilaian', 'Identifikasi Permohonan/Penugasan Penilaian', 'Penentuan Tujuan Penilaian', 'Pengumpulan Data Awal', 'Survei Lapangan', 'Analisis Data', 'Penentuan Pendekatan Penilaian', 'Simpulan Nilai', 'Laporan Penilaian']"
