nomor_peraturan,judul,tahun,no,definisi,heading,keywords
90/PMK.08/2010,Tata Cara Pemilihan Calon Pemberi Pinjaman dalam Negeri,2010,90,"['Pinjaman Dalam Negeri selanjutnya disingkat PDN', 'Pengadaan Pinjaman Dalam Negeri selanjutnya disebut Pengadaan PDN', 'Penerusan Pinjaman Dalam Negeri selanjutnya disebut Penerusan PDN', 'Pemberi Pinjaman Dalam Negeri selanjutnya disingkat Pemberi PDN', 'Naskah Perjanjian Pinjaman Dalam Negeri selanjutnya disebut Naskah Perjanjian PDN', 'Badan Usaha Milik Negara selanjutnya disingkat BUMN', 'Pemerintah Daerah', 'Perusahaan Daerah', 'Petunjuk Operasional', 'Daftar Kegiatan Prioritas Pinjaman Dalam Negeri selanjutnya disingkat DKPPDN']","['KETENTUAN UMUM', 'PERSIAPAN PEMILIHAN CALON PEMBERI PDN', 'BIAYA PEMILIHAN', 'KETENTUAN PENUTUP']","['Pinjaman Dalam Negeri selanjutnya disingkat PDN', 'Pengadaan Pinjaman Dalam Negeri selanjutnya disebut Pengadaan PDN', 'Penerusan Pinjaman Dalam Negeri selanjutnya disebut Penerusan PDN', 'Pemberi Pinjaman Dalam Negeri selanjutnya disingkat Pemberi PDN', 'Naskah Perjanjian Pinjaman Dalam Negeri selanjutnya disebut Naskah Perjanjian PDN', 'Badan Usaha Milik Negara selanjutnya disingkat BUMN', 'Pemerintah Daerah', 'Perusahaan Daerah', 'Petunjuk Operasional', 'Daftar Kegiatan Prioritas Pinjaman Dalam Negeri selanjutnya disingkat DKPPDN', 'KETENTUAN UMUM', 'PERSIAPAN PEMILIHAN CALON PEMBERI PDN', 'BIAYA PEMILIHAN', 'KETENTUAN PENUTUP']"
PERPRES 77 TAHUN 2013,Tunjangan Kinerja Pegawai di Lingkungan Kementerian dalam Negeri,2013,77,"['Pegawai Negeri', 'Pegawai di lingkungan Kementerian Dalam Negeri']",[],"['Pegawai Negeri', 'Pegawai di lingkungan Kementerian Dalam Negeri']"
PERPRES 40 TAHUN 2018,Pembaruan Sistem Administrasi Perpajakan,2018,40,"['Sistem Administrasi Perpajakan', 'Sistem Informasi', 'Proses Bisnis atau Tata Laksana', 'Pelaksana Pengadaan', 'Tim Pengadaan', 'Agen Pengadaan', 'Aparat Pengawas Internal Pemerintah', 'Menteri']","['KETENTUAN UMUM', 'PELAKSANAAN PEMBARUAN SISTEM ADMINISTRASI PERPAJAKAN', 'PENGADAAN BARANG DAN ATAU JASA', 'PENGAWASAN', 'LAPORAN PENGADUAN PENGADAAN BARANG DAN ATAU JASA', 'KETENTUAN PENUTUP']","['Sistem Administrasi Perpajakan', 'Sistem Informasi', 'Proses Bisnis atau Tata Laksana', 'Pelaksana Pengadaan', 'Tim Pengadaan', 'Agen Pengadaan', 'Aparat Pengawas Internal Pemerintah', 'Menteri', 'KETENTUAN UMUM', 'PELAKSANAAN PEMBARUAN SISTEM ADMINISTRASI PERPAJAKAN', 'PENGADAAN BARANG DAN ATAU JASA', 'PENGAWASAN', 'LAPORAN PENGADUAN PENGADAAN BARANG DAN ATAU JASA', 'KETENTUAN PENUTUP']"
PP 49 TAHUN 2009,Tata Cara Penindakan di Bidang Cukai,2009,49,"['Undang Undang', 'Cukai', 'Penegahan', 'Penyegelan', 'Pengangkut', 'Audit Cukai']","['KETENTUAN UMUM', 'PENINDAKAN', 'Umum', 'Penghentian', 'Pemeriksaan', 'Penegahan', 'Penyegelan', 'Tindakan Berupa Tidak Melayani Pemesanan Pita Cukai atau Tanda Pelunasan Cukai Lainnya', 'Surat Bukti Penindakan', 'KETENTUAN PERALIHAN', 'KETENTUAN PENUTUP']","['Undang Undang', 'Cukai', 'Penegahan', 'Penyegelan', 'Pengangkut', 'Audit Cukai', 'KETENTUAN UMUM', 'PENINDAKAN', 'Umum', 'Penghentian', 'Pemeriksaan', 'Penegahan', 'Penyegelan', 'Tindakan Berupa Tidak Melayani Pemesanan Pita Cukai atau Tanda Pelunasan Cukai Lainnya', 'Surat Bukti Penindakan', 'KETENTUAN PERALIHAN', 'KETENTUAN PENUTUP']"
PERPRES 39 TAHUN 2008,Pengesahan Universal Postal Convention Konvensi Pos Sedunia Beserta Final Protocol To The Universal Postal Convention Protokol Akhir Konvensi Pos Sedunia,2008,39,['Mengesahkan Universal Postal Convention Konvensi Pos Sedunia beserta FinalProtocol to the Universal Postal Convention Protokol Akhir Konvensi Pos Sedunia yangnaskah aslinya dalam Bahasa Perancis dan terjemahannya dalam Bahasa Inggris danBahasa Indonesia sebagaimana terlampir dan'],[],['Mengesahkan Universal Postal Convention Konvensi Pos Sedunia beserta FinalProtocol to the Universal Postal Convention Protokol Akhir Konvensi Pos Sedunia yangnaskah aslinya dalam Bahasa Perancis dan terjemahannya dalam Bahasa Inggris danBahasa Indonesia sebagaimana terlampir dan']
61/PMK.01/2012,Persyaratan untuk Menjadi Kuasa Hukum pada Pengadilan Pajak,2012,61,"['Ketua', 'Keputusan Ketua Pengadilan Pajak', 'Kuasa Hukum', 'Pengadilan Pajak', 'Undang Undang Pengadilan Pajak']","['KETENTUAN UMUM', 'PERSYARATAN DAN PROSEDUR PERMOHONAN SURAT KUASA KUHUM', 'IZIN KUASA HUKUM', 'PERPANJANGAN IZIN KUASA HUKUM', 'HAK KEWAJIBAN DAN PENCABUTAN ATAS IZIN KUASA HUKUM DAN PERPANJANGANNYA', 'KETENTUAN PERALIHAN', 'KETENTUAN PENUTUP']","['Ketua', 'Keputusan Ketua Pengadilan Pajak', 'Kuasa Hukum', 'Pengadilan Pajak', 'Undang Undang Pengadilan Pajak', 'KETENTUAN UMUM', 'PERSYARATAN DAN PROSEDUR PERMOHONAN SURAT KUASA KUHUM', 'IZIN KUASA HUKUM', 'PERPANJANGAN IZIN KUASA HUKUM', 'HAK KEWAJIBAN DAN PENCABUTAN ATAS IZIN KUASA HUKUM DAN PERPANJANGANNYA', 'KETENTUAN PERALIHAN', 'KETENTUAN PENUTUP']"
196/PMK.06/2017,Standar Kompetensi dan Pelaksanaan Uji Kompetensi Jabatan Fungsional Pelelang,2017,196,"['Daftar Isian Pelaksanaan Anggaran', 'Rencana Penarikan Dana', 'Rencana Penarikan Dana Bulanan']","['KETENTUAN UMUM', 'TUJUAN DAN TANGGUNG JAWAB PENYUSUNAN RENCANA PENARIKAN DANA RENCANA PENERIMAAN DANA DAN PERENCANAAN KAS', 'Tujuan Penyusunan RPD Rencana Penerimaan Dana dan Perencanaan Kas', 'Tanggung Jawab Penyusunan RPD Rencana Penerimaan Dana dan Perencanaan Kas', 'RENCANA PENARIKAN DANA DAN RENCANA PENERIMAAN DANA KEMENTERIAN LEMBAGA', 'Penetapan Target Penarikan Dana dan Target Penerimaan Dana Tingkat Kementerian Negara Lembaga', 'Penetapan Target Penarikan Dana dan Target Penerimaan Dana Tingkat Unit Eselon I', 'Penetapan Target Penarikan Dana dan Target Penerimaan Dana Tingkat Satker', 'Penyusunan RPD dan Rencana Penerimaan Dana Tingkat Satker', 'Penyampaian RPD Tingkat Satker dan Rencana Penerimaan Dana Tingkat Satker', 'Pemutakhiran RPD dan atau Rencana Penerimaan Dana Tingkat Satuan Kerja', 'Penyampaian Pemutakhiran RPD dan atau Rencana Penerimaan Dana Tingkat Satker', 'RPD dan Rencana Penerimaan Dana pada Unit Eselon I dan Kementerian Negara Lembaga', 'RENCANA PENARIKAN DANA DAN RENCANA PENERIMAAN DANA ESELON I KEMENTERIAN KEUANGAN', 'Proyeksi Pengeluaran dan Proyeksi Penerimaan Unit Eselon I Kementerian Keuangan', 'Penyusunan RPD Harian Hasil Proyeksi Satker Unit Eselon I Kementerian Keuangan', 'Penyampaian RPD Harian Hasil Proyeksi Satker Unit Eselon I Kementerian Keuangan', 'Pemutakhiran RPD Harian Hasil Proyeksi Satker Unit Eselon I Kementerian Keuangan', 'RENCANA PENARIKAN DANA DAN RENCANA PENERIMAAN DANA PADA DIREKTORAT JENDERAL PERBENDAHARAAN', 'RPD dan Rencana Penerimaan Dana Tingkat KPPN', 'RPD dan Rencana Penerimaan Dana Tingkat Kanwil DJPb', 'RPD dan Rencana Penerimaan Dana pada Direktorat Pelaksanaan Anggaran Direktorat Jenderal Perbendaharaan', 'PENYUSUNAN PERENCANAAN KAS', 'TATA CARA PENYUSUNAN DAN SARANA PENYAMPAIAN RENCANA PENARIKAN DANA DAN RENCANA PENERIMAAN DANA', 'Tata Cara Penyusunan RPD dan Rencana Penerimaan Dana', 'Sarana Penyampaian RPD dan Rencana Penerimaan Dana', 'MONITORING DAN EVALUASI', 'LAYANAN PRIORITAS PENOLAKAN SPM ATAU PENUNDAAN PENCAIRAN SP2D DAN PEMBERIAN DISPENSASI', 'KETENTUAN LAIN LAIN', 'KETENTUAN PENUTUP']","['Daftar Isian Pelaksanaan Anggaran', 'Rencana Penarikan Dana', 'Rencana Penarikan Dana Bulanan', 'KETENTUAN UMUM', 'TUJUAN DAN TANGGUNG JAWAB PENYUSUNAN RENCANA PENARIKAN DANA RENCANA PENERIMAAN DANA DAN PERENCANAAN KAS', 'Tujuan Penyusunan RPD Rencana Penerimaan Dana dan Perencanaan Kas', 'Tanggung Jawab Penyusunan RPD Rencana Penerimaan Dana dan Perencanaan Kas', 'RENCANA PENARIKAN DANA DAN RENCANA PENERIMAAN DANA KEMENTERIAN LEMBAGA', 'Penetapan Target Penarikan Dana dan Target Penerimaan Dana Tingkat Kementerian Negara Lembaga', 'Penetapan Target Penarikan Dana dan Target Penerimaan Dana Tingkat Unit Eselon I', 'Penetapan Target Penarikan Dana dan Target Penerimaan Dana Tingkat Satker', 'Penyusunan RPD dan Rencana Penerimaan Dana Tingkat Satker', 'Penyampaian RPD Tingkat Satker dan Rencana Penerimaan Dana Tingkat Satker', 'Pemutakhiran RPD dan atau Rencana Penerimaan Dana Tingkat Satuan Kerja', 'Penyampaian Pemutakhiran RPD dan atau Rencana Penerimaan Dana Tingkat Satker', 'RPD dan Rencana Penerimaan Dana pada Unit Eselon I dan Kementerian Negara Lembaga', 'RENCANA PENARIKAN DANA DAN RENCANA PENERIMAAN DANA ESELON I KEMENTERIAN KEUANGAN', 'Proyeksi Pengeluaran dan Proyeksi Penerimaan Unit Eselon I Kementerian Keuangan', 'Penyusunan RPD Harian Hasil Proyeksi Satker Unit Eselon I Kementerian Keuangan', 'Penyampaian RPD Harian Hasil Proyeksi Satker Unit Eselon I Kementerian Keuangan', 'Pemutakhiran RPD Harian Hasil Proyeksi Satker Unit Eselon I Kementerian Keuangan', 'RENCANA PENARIKAN DANA DAN RENCANA PENERIMAAN DANA PADA DIREKTORAT JENDERAL PERBENDAHARAAN', 'RPD dan Rencana Penerimaan Dana Tingkat KPPN', 'RPD dan Rencana Penerimaan Dana Tingkat Kanwil DJPb', 'RPD dan Rencana Penerimaan Dana pada Direktorat Pelaksanaan Anggaran Direktorat Jenderal Perbendaharaan', 'PENYUSUNAN PERENCANAAN KAS', 'TATA CARA PENYUSUNAN DAN SARANA PENYAMPAIAN RENCANA PENARIKAN DANA DAN RENCANA PENERIMAAN DANA', 'Tata Cara Penyusunan RPD dan Rencana Penerimaan Dana', 'Sarana Penyampaian RPD dan Rencana Penerimaan Dana', 'MONITORING DAN EVALUASI', 'LAYANAN PRIORITAS PENOLAKAN SPM ATAU PENUNDAAN PENCAIRAN SP2D DAN PEMBERIAN DISPENSASI', 'KETENTUAN LAIN LAIN', 'KETENTUAN PENUTUP']"
128/PMK.02/2016,Persyaratan dan Besar Manfaat Tabungan Hari Tua Bagi Pegawai Negeri Sipil,2016,128,"['Peserta', 'P1', 'P2', 'Isteri Suami', 'Anak', 'MI1', 'MI2', 'Y1', 'Y2', 'SI', 'HP', 'B', 'C', 'F1', 'F2']",[],"['Peserta', 'P1', 'P2', 'Isteri Suami', 'Anak', 'MI1', 'MI2', 'Y1', 'Y2', 'SI', 'HP', 'B', 'C', 'F1', 'F2']"
PERPRES 39 TAHUN 2012,Pemberian Penghargaan Pengenaan Sanksi atas Pelaksanaan Anggaran Belanja Kementerian Lembaga,2012,39,['Kementerian Lembaga yang melakukan optimalisasi anggaran belanja dapat menggunakan hasil optimalisasi anggaran belanja tersebut pada tahun anggaran berikutnya'],[],['Kementerian Lembaga yang melakukan optimalisasi anggaran belanja dapat menggunakan hasil optimalisasi anggaran belanja tersebut pada tahun anggaran berikutnya']
119/PMK.011/2014,Bea Masuk Ditanggung Pemerintah atas Impor Barang dan Bahan Guna Pembuatan Kemasan Plastik Plastik Lembaran Biaxially Oriented Polypropylene Film Cast Polypropylene Film Barang dan atau Perabot Rumah Tangga Dari Plastik Karung Plastik Benang Dari Plastik Terpal Plastik dan atau Geotekstil untuk Tahun Anggaran 2014,2014,119,"['Perusahaan', 'Barang dan Bahan Untuk Industri Pembuatan Peralatan Rumah Sakit']",[],"['Perusahaan', 'Barang dan Bahan Untuk Industri Pembuatan Peralatan Rumah Sakit']"
88/PMK.02/2019,Tata Cara Penyediaan Pencairan dan Pertanggungjawaban Dana Cadangan Beras Pemerintah,2019,88,"['Dana Cadangan Beras Pemerintah', 'Perusahaan Umum Perum BULOG', 'Harga Pembelian Beras', 'Daftar Isian Pelaksanaan Anggaran Bendahara Umum Negara', 'Pembantu Pengguna Anggaran Bendahara Umum Negara', 'Pemimpin Pembantu Pengguna Anggaran Bendahara Umum Negara', 'Kuasa Pengguna Anggaran Bendahara Umum Negara', 'Pejabat Pembuat Komitmen', 'Pejabat Penandatangan Surat Perintah Membayar', 'Kantor Pelayanan Perbendaharaan Negara', 'Surat Perintah Membayar Langsung', 'Surat Permintaan Pembayaran Langsung', 'Struktur Biaya Harga Pembelian Beras']","['KETENTUAN UMUM', 'HPB', 'PENYEDIAAN DANA', 'PENGGUNAAN DANA CADANGAN BERAS PEMERINTAH', 'PENCAIRAN DANA CBP', 'PERTANGGUNGJAWABAN', 'PELAPORAN', 'PEMERIKSAAN', 'KETENTUAN PERALIHAN', 'PENUTUP']","['Dana Cadangan Beras Pemerintah', 'Perusahaan Umum Perum BULOG', 'Harga Pembelian Beras', 'Daftar Isian Pelaksanaan Anggaran Bendahara Umum Negara', 'Pembantu Pengguna Anggaran Bendahara Umum Negara', 'Pemimpin Pembantu Pengguna Anggaran Bendahara Umum Negara', 'Kuasa Pengguna Anggaran Bendahara Umum Negara', 'Pejabat Pembuat Komitmen', 'Pejabat Penandatangan Surat Perintah Membayar', 'Kantor Pelayanan Perbendaharaan Negara', 'Surat Perintah Membayar Langsung', 'Surat Permintaan Pembayaran Langsung', 'Struktur Biaya Harga Pembelian Beras', 'KETENTUAN UMUM', 'HPB', 'PENYEDIAAN DANA', 'PENGGUNAAN DANA CADANGAN BERAS PEMERINTAH', 'PENCAIRAN DANA CBP', 'PERTANGGUNGJAWABAN', 'PELAPORAN', 'PEMERIKSAAN', 'KETENTUAN PERALIHAN', 'PENUTUP']"
125/PMK.07/2019,Batas Maksimal Kumulatif Defisit Anggaran Pendapatan dan Belanja Daerah Batas Maksimal Defisit Anggaran Pendapatan dan Belanja Daerah dan Batas Maksimal Kumulatif Pinjaman Daerah Tahun Anggaran 2020,2019,125,"['Daerah Otonom', 'Pemerintah Daerah', 'Anggaran Pendapatan dan Belanja Daerah', 'Batas Maksimal Kumulatif Defisit APBD', 'Produk Domestik Bruto', 'Defisit APBD', 'Batas Maksimal Defisit APBD', 'Kapasitas Fiskal Daerah', 'Pendapatan Daerah', 'Pinjaman Daerah', 'Batas Maksimal Kumulatif Pinjaman Daerah']","['KETENTUAN UMUM', 'BATAS MAKSIMAL KUMULATIF DEFISIT APBD', 'BATAS MAKSIMAL DEFISIT APBD', 'BATAS MAKSIMAL KUMULATIF PINJAMAN DAERAH', 'PELAMPAUAN BATAS MAKSIMAL DEFISIT APBD YANG DIBIAYAI DARI PINJAMAN DAERAH', 'PEMANTAUAN DEFISIT APBD DAN PINJAMAN DAERAH', 'KETENTUAN LAIN LAIN', 'KETENTUAN PENUTUP']","['Daerah Otonom', 'Pemerintah Daerah', 'Anggaran Pendapatan dan Belanja Daerah', 'Batas Maksimal Kumulatif Defisit APBD', 'Produk Domestik Bruto', 'Defisit APBD', 'Batas Maksimal Defisit APBD', 'Kapasitas Fiskal Daerah', 'Pendapatan Daerah', 'Pinjaman Daerah', 'Batas Maksimal Kumulatif Pinjaman Daerah', 'KETENTUAN UMUM', 'BATAS MAKSIMAL KUMULATIF DEFISIT APBD', 'BATAS MAKSIMAL DEFISIT APBD', 'BATAS MAKSIMAL KUMULATIF PINJAMAN DAERAH', 'PELAMPAUAN BATAS MAKSIMAL DEFISIT APBD YANG DIBIAYAI DARI PINJAMAN DAERAH', 'PEMANTAUAN DEFISIT APBD DAN PINJAMAN DAERAH', 'KETENTUAN LAIN LAIN', 'KETENTUAN PENUTUP']"
64/PMK.06/2016,Penilai Pemerintah di Lingkungan Direktorat Jenderal Kekayaan Negara,2016,64,"['Barang Milik Negara', 'Pengelola Barang', 'PenggunaBarang', 'Kuasa Pengguna Barang', 'KementerianNegara yangselanjutnyadisebut Kementerian', 'Lembaga', 'Penggunaan', 'Pemanfaatan', 'Sewa', 'KerjaSamaPemanfaatan yangselanjutnya disingkat KSP', 'KerjaSamaPenyediaanInfrastruktur yang selanjutnyadisingkatKSPI', 'Badan Usaha', 'Penilaian', 'Penilai', 'DirekturJenderal', 'Penanggung Jawab Pemanfaatan BMN', 'PenanggungJawabProyekKerjaSama yang selanjutnyadisingkatPJPK', 'Proyek Kerja Sama']",[],"['Barang Milik Negara', 'Pengelola Barang', 'PenggunaBarang', 'Kuasa Pengguna Barang', 'KementerianNegara yangselanjutnyadisebut Kementerian', 'Lembaga', 'Penggunaan', 'Pemanfaatan', 'Sewa', 'KerjaSamaPemanfaatan yangselanjutnya disingkat KSP', 'KerjaSamaPenyediaanInfrastruktur yang selanjutnyadisingkatKSPI', 'Badan Usaha', 'Penilaian', 'Penilai', 'DirekturJenderal', 'Penanggung Jawab Pemanfaatan BMN', 'PenanggungJawabProyekKerjaSama yang selanjutnyadisingkatPJPK', 'Proyek Kerja Sama']"
124/PMK.011/2013,Pengurangan Besarnya Pajak Penghasilan Pasal 25 dan Penundaan Pembayaran Pajak Penghasilan Pasal 29 Tahun 2013 Bagi Wajib Pajak Industri Tertentu,2013,124,['Wajib Pajak badan industri tertentu sebagaimana dimaksud pada ayat 1'],[],['Wajib Pajak badan industri tertentu sebagaimana dimaksud pada ayat 1']
PP 49 TAHUN 2019,Jenis dan Tarif atas Jenis Penerimaan Negara Bukan Pajak yang Berlaku pada Badan Informasi Geospasial,2019,49,['Jenis Penerimaan Negara Bukan Pajak pada Badan Informasi Geospasial meliputi penerimaan dari a penjualan produk informasi geospasial dasar b penjualan produk informasi geospasial tematik c penjualan buku terkait informasi geospasial d penjualan produk penginderaan jauh e jasa penyelenggaraan informasi geospasial f jasa pelatihan geospasial g jasa penggunaan sarana dan prasarana pendidikan dan pelatihan geospasial h jasa penggunaan alat pengumpulan data geospasial dan i jasa royalti 2 Jenis dan tarif atas jenis Penerimaan Negara Bukan Pajak sebagaimana dimaksud pada ayat 1 huruf a sampai dengan huruf h ditetapkan dalam Lampiran yang'],[],['Jenis Penerimaan Negara Bukan Pajak pada Badan Informasi Geospasial meliputi penerimaan dari a penjualan produk informasi geospasial dasar b penjualan produk informasi geospasial tematik c penjualan buku terkait informasi geospasial d penjualan produk penginderaan jauh e jasa penyelenggaraan informasi geospasial f jasa pelatihan geospasial g jasa penggunaan sarana dan prasarana pendidikan dan pelatihan geospasial h jasa penggunaan alat pengumpulan data geospasial dan i jasa royalti 2 Jenis dan tarif atas jenis Penerimaan Negara Bukan Pajak sebagaimana dimaksud pada ayat 1 huruf a sampai dengan huruf h ditetapkan dalam Lampiran yang']
PERPRES 8 TAHUN 2015,Kementerian Koordinator Bidang Perekonomian,2015,8,[],"['KEDUDUKAN TUGAS DAN FUNGSI', 'ORGANISASI', 'Susunan Organisasi', 'Sekretariat Kementerian Koordinator', 'Deputi Bidang Koordinasi Ekonomi Makro dan Keuangan', 'Deputi Bidang Koordinasi Pangan dan Pertanian', 'Deputi Bidang Koordinasi Pengelolaan Energi Sumber Daya Alam dan Lingkungan Hidup', 'Deputi Bidang Koordinasi Ekonomi Kreatif Kewirausahaan dan Daya Saing Koperasi dan Usaha Kecil dan Menengah', 'Deputi Bidang Koordinasi Perniagaan dan Industri', 'Deputi Bidang Koordinasi Percepatan Infrastruktur dan Pengembangan Wilayah', 'Deputi Bidang Koordinasi Kerja Sama Ekonomi Internasional', 'Inspektorat', 'Staf Ahli', 'TATA KERJA', 'PENDANAAN', 'KETENTUAN LAIN LAIN', 'KETENTUAN PERALIHAN', 'KETENTUAN PENUTUP']","['KEDUDUKAN TUGAS DAN FUNGSI', 'ORGANISASI', 'Susunan Organisasi', 'Sekretariat Kementerian Koordinator', 'Deputi Bidang Koordinasi Ekonomi Makro dan Keuangan', 'Deputi Bidang Koordinasi Pangan dan Pertanian', 'Deputi Bidang Koordinasi Pengelolaan Energi Sumber Daya Alam dan Lingkungan Hidup', 'Deputi Bidang Koordinasi Ekonomi Kreatif Kewirausahaan dan Daya Saing Koperasi dan Usaha Kecil dan Menengah', 'Deputi Bidang Koordinasi Perniagaan dan Industri', 'Deputi Bidang Koordinasi Percepatan Infrastruktur dan Pengembangan Wilayah', 'Deputi Bidang Koordinasi Kerja Sama Ekonomi Internasional', 'Inspektorat', 'Staf Ahli', 'TATA KERJA', 'PENDANAAN', 'KETENTUAN LAIN LAIN', 'KETENTUAN PERALIHAN', 'KETENTUAN PENUTUP']"
118/PMK.05/2009,Tarif Layanan Badan Layanan Umum Pusat Peragaan Ilmu Pengetahuan dan Teknologi pada Kementerian Negara Riset dan Teknologi,2009,118,['Tarif layanan Badan Layanan Umum Pusat Peragaan Ilmu Pengetahuan dan Teknologi pada Kementerian Negara Riset dan Teknologi'],[],['Tarif layanan Badan Layanan Umum Pusat Peragaan Ilmu Pengetahuan dan Teknologi pada Kementerian Negara Riset dan Teknologi']
111/PMK.03/2010,Tata Cara Pemotongan Penyetoran dan Pelaporan Pajak Penghasilan atas Dividen yang Diterima atau Diperoleh Wajib Pajak Orang Pribadi dalam Negeri,2010,111,"['Perusahaan', 'Barang dan Bahan Untuk Industri Pembuatan Kabel Serat Optik yangselanjutnya disebut Barang dan Bahan']",[],"['Perusahaan', 'Barang dan Bahan Untuk Industri Pembuatan Kabel Serat Optik yangselanjutnya disebut Barang dan Bahan']"
PERPRES 62 TAHUN 2013,Badan Pengelola Penurunan Emisi Gas Rumah Kaca Dari Deforestasi Degradasi Hutan dan Lahan Gambut,2013,62,"['Penurunan Emisi Gas Rumah Kaca dari Deforestasi Degradasi Hutandan Lahan Gambut _ Reduction Emissions from Deforestation and Forest_ _Degradation _', 'Kerangka pengaman', 'Program REDD', 'Proyek REDD', 'Kegiatan REDD', 'Emisi Gas Rumah Kaca', 'GRK', 'Deforestasi', 'Degradasi hutan', 'Kawasanhutan', 'Strategi Nasional Penurunan Emisi dari Deforestasi Degradasi Hutan dan Lahan Gambut _ Reduction Emissions from Deforestation and Forest_ _Degradation _ selanjutnya disebut Strategi Nasional REDD', 'Pemerintah', 'Instrumen Pendanaan']","['KETENTUAN UMUM', 'KELEMBAGAAN', 'Badan Pengelola REDD', 'Pembentukan dan Kedudukan', 'Tugas dan Fungsi', 'Susunan Organisasi', 'Pengangkatan dan Pemberhentian', 'Hak Keuangan dan Fasilitas', 'Komite Pemangku Kepentingan', 'Perangkat Kelembagaan REDD', 'PENDANAAN', 'KETENTUAN LAIN LAIN', 'KETENTUAN PERALIHAN', 'KETENTUAN PENUTUP']","['Penurunan Emisi Gas Rumah Kaca dari Deforestasi Degradasi Hutandan Lahan Gambut _ Reduction Emissions from Deforestation and Forest_ _Degradation _', 'Kerangka pengaman', 'Program REDD', 'Proyek REDD', 'Kegiatan REDD', 'Emisi Gas Rumah Kaca', 'GRK', 'Deforestasi', 'Degradasi hutan', 'Kawasanhutan', 'Strategi Nasional Penurunan Emisi dari Deforestasi Degradasi Hutan dan Lahan Gambut _ Reduction Emissions from Deforestation and Forest_ _Degradation _ selanjutnya disebut Strategi Nasional REDD', 'Pemerintah', 'Instrumen Pendanaan', 'KETENTUAN UMUM', 'KELEMBAGAAN', 'Badan Pengelola REDD', 'Pembentukan dan Kedudukan', 'Tugas dan Fungsi', 'Susunan Organisasi', 'Pengangkatan dan Pemberhentian', 'Hak Keuangan dan Fasilitas', 'Komite Pemangku Kepentingan', 'Perangkat Kelembagaan REDD', 'PENDANAAN', 'KETENTUAN LAIN LAIN', 'KETENTUAN PERALIHAN', 'KETENTUAN PENUTUP']"
PP 7TAHUN2003,Pendirian Perusahaan Umum Perum Bulog,2003,7,[],"['KETENTUAN UMUM', 'PENDIRIAN PERUSAHAAN', 'ANGGARAN DASAR PERUSAHAAN Bagian Pertama U m u m', 'Tempat Kedudukan dan Jangka Waktu', 'Sifat Maksud dan Tujuan', 'Lapangan Usaha', 'Modal dan Pembiayaan', 'Pembinaan', 'Direksi', 'Dewan Pengawas', 'Satuan Pengawasan Intern', 'Sistem Akuntansi dan Pelaporan', 'Belas Pegawai Perusahaan', 'Belas Penggunaan Laba', 'Belas Ketentuan Lain lain', 'KETENTUAN LAIN LAIN', 'KETENTUAN PERALIHAN', 'KETENTUAN PENUTUP']","['KETENTUAN UMUM', 'PENDIRIAN PERUSAHAAN', 'ANGGARAN DASAR PERUSAHAAN Bagian Pertama U m u m', 'Tempat Kedudukan dan Jangka Waktu', 'Sifat Maksud dan Tujuan', 'Lapangan Usaha', 'Modal dan Pembiayaan', 'Pembinaan', 'Direksi', 'Dewan Pengawas', 'Satuan Pengawasan Intern', 'Sistem Akuntansi dan Pelaporan', 'Belas Pegawai Perusahaan', 'Belas Penggunaan Laba', 'Belas Ketentuan Lain lain', 'KETENTUAN LAIN LAIN', 'KETENTUAN PERALIHAN', 'KETENTUAN PENUTUP']"
163/PMK.03/2012,Batasan dan Tata Cara Pengenaan Pajak Pertambahan Nilai atas Kegiatan Membangun Sendiri,2012,163,"['Dasar Pengenaan Pajak', 'Surat Setoran Pajak', 'Nomor Pokok Wajib Pajak']",[],"['Dasar Pengenaan Pajak', 'Surat Setoran Pajak', 'Nomor Pokok Wajib Pajak']"
248/PMK.07/2010,Perubahan atas Peraturan Menteri Keuangan Nomor 156 PMK 07 2008 tentang Pedoman Pengelolaan Dana Dekonsentrasi dan Tugas Pembantuan,2010,248,"['Pemerintah Pusat', 'Kementerian Negara', 'Lembaga', 'Satuan Kerja Perangkat Daerah', 'Dekonsentrasi', 'Tugas Pembantuan', 'Anggaran Pendapatan dan Belanja Negara', 'Anggaran Pendapatan dan Belanja Daerah']",[],"['Pemerintah Pusat', 'Kementerian Negara', 'Lembaga', 'Satuan Kerja Perangkat Daerah', 'Dekonsentrasi', 'Tugas Pembantuan', 'Anggaran Pendapatan dan Belanja Negara', 'Anggaran Pendapatan dan Belanja Daerah']"
17/PMK.05/2012,Tarif Layanan Badan Layanan Umum Institut Agama Islam Negeri Raden Intan Lampung pada Kementerian Agama,2012,17,['Tarif layanan Badan Layanan Umum Institut Agama Islam Negeri Raden Intan Lampung pada Kementerian Agama'],[],['Tarif layanan Badan Layanan Umum Institut Agama Islam Negeri Raden Intan Lampung pada Kementerian Agama']
