id,nomor_peraturan,judul,tahun,no,definisi,singkatan,heading
pp-37-tahun-2009,PP 37 TAHUN 2009,Dosen.,2009,37,"['ditjen Peraturan Perundang-undangan1. Dosen', 'Dosen Tetap', 'Satuan Pendidikan Tinggi', 'Sertifikasi', 'Sertifikat Pendidik', 'Gaji', 'Perguruan Tinggi', 'Satuan Kredit Semester', 'Perjanjian Kerja atau Kesepakatan Kerja Bersama', 'Pemerintah Daerah', 'Masyarakat', 'Daerah Khusus', 'Departemen', 'Menteri']",[],"['KETENTUAN UMUM', 'SERTIFIKASI', 'HAK', 'WAJIB KERJA DAN IKATAN DINAS', 'PENGANGKATAN, PENEMPATAN, DAN PEMINDAHAN', 'SANKSI', 'KETENTUAN PERALIHAN', 'KETENTUAN PENUTUP', 'Tunjangan Profesi', 'Tunjangan Khusus', 'Tunjangan Kehormatan', 'ditjen Peraturan Perundang-undangan', 'Kesetaraan Tunjangan', 'Maslahat Tambahan', 'Promosi', 'Penghargaan', 'Perlindungan dalam Melaksanakan Tugas dan Hak atas Kekayaan Intelektual', 'Peningkatan Kompetensi, Akses Sumber Belajar, Informasi, Sarana dan Prasarana Pembelajaran, serta Penelitian dan Pengabdian kepada Masyarakat', 'Kebebasan Akademik, Kebebasan Mimbar Akademik, dan Otonomi Keilmuan', 'Pemberian Penilaian dan Penentuan Kelulusan Mahasiswa', 'Kebebasan untuk Berserikat dalam Organisasi Profesi', 'Cuti']"
195-pmk.08-2015,195/PMK.08/2015,"Tata Cara Penghitungan, Pengalokasian, Pembayaran, dan Pertanggungjawaban Subsidi Listrik.",2015,195,"['Subsidi Listrik', 'Kebutuhan Pendapatan', 'Kebutuhan Pendapatan Operasi', 'Parameter Terkendali', 'Parameter Tidak Terkendali', 'Golongan Tarif', 'Biaya Pembangkitan', 'Biaya Transmisi', 'Biaya Distribusi dan Penjualan', 'Biaya Fungsional Perusahaan', 'Susut Jaringan', 'Kuasa Pengguna Anggaran Bendahara Umum Negara', 'Daftar Isian Pelaksana Anggaran Bendahara Umum Negara, selanjutnya disingkat DIPA BUN,', 'Rekening Dana Cadangan Belanja Subsidi/ Public Service Obigation (PSO), selanjutnya disebut Rekening Cadangan Subsidi,', 'Tim Lintas Kementerian']",[],"['KETENTUAN UMUM', 'PENGHITUNGAN SUBSIDI LISTRIK', 'PENGALOKASIAN ANGGARAN SUBSIDI LISTRIK', 'PEMBAYARAN SUBSIDI LISTRIK', 'PERTANGGUNGJAWABAN SUBSIDI LISTRIK', 'KETENTUAN LAIN-LAIN', 'KETENTUAN PENUTUP', 'Formula', 'Kebutuhan Pendapatan', 'Pejabat Perbendaharaan', 'Penerbitan DIPA BUN', 'Permintaan Pembayaran Subsidi Listrik', 'Penelitian dan Verifikasi dan Pembayaran', 'Koreksi Pembayaran, Rekening Dana Cadangan Subsidi, dan Pemeriksaan']"
115-pmk.07-2013,115/PMK.07/2013,Tata Cara Pemungutan dan Penyetoran Pajak Rokok.,2013,115,"['Pajak Rokok', 'Rokok', 'Cukai Rokok', 'Surat Pemberitahuan Pajak Rokok', 'Permohonan Pemesanan Pita Cukai Hasil Tembakau', 'Wajib Pajak Rokok', 'Nomor Pokok Pengusaha Barang Kena Cukai', 'Pemungutan Pajak', 'Surat Setoran Bukan Pajak', 'Bank Persepsi', 'Pos Persepsi', 'Nomor Transaksi Penerimaan Negara', 'Nomor Transaksi Bank', 'Nomor Transaksi Pos', 'Rekening Kas Umum Negara', 'Rekening Kas Umum Daerah Provinsi', 'Kantor Bea dan Cukai', 'Kantor Pelayanan Perbendaharaan Negara', 'Anggaran Pendapatan dan Belanja Negara', 'Pengguna Anggaran', 'Kuasa Pengguna Anggaran', 'Pejabat Pembuat Komitmen', 'Pejabat Penandatangan Surat Perintah Membayar', 'Surat Ketetapan Pengembalian Pajak Rokok', 'Surat Permintaan Pembayaran', 'Surat Perintah Membayar Pajak Rokok', 'Surat Perintah Pencairan Dana', 'Bendahara Umum Negara', 'Kuasa Bendahara Umum Negara', 'Arsip Data Komputer', 'Surat Keterangan Telah Dibukukan', 'Surat Keputusan Pengembalian Kelebihan Pembayaran Pajak Rokok', 'SPM Pengembalian Penerimaan']","['dengan CK-1', 'Kuasa BUN']","['KETENTUAN UMUM', 'TATA CARA PEMUNGUTAN PAJAK ROKOK', 'PENYETORAN PAJAK ROKOK KE REKENING KAS UMUM DAERAH PROVINSI', 'PENGEMBALIAN KELEBIHAN PEMBAYARAN PAJAK ROKOK', 'Pemungutan', 'Pembayaran Pajak Rokok', 'Penagihan Kekurangan Pembayaran Pajak Rokok', 'Pejabat Perbendaharaan', 'Mekanisme Penyetoran Pajak Rokok']"
pp-79-tahun-2014,PP 79 TAHUN 2014,Kebijakan Energi Nasional.,2014,79,"['Energi', 'Sumber Energi', 'Sumber Daya Energi', 'Sumber Energi Baru', 'Energi Baru', 'Sumber Energi Terbarukan', 'Energi Terbarukan', 'Pengelolaan Energi', 'Kemandirian Energi', 'Ketahanan Energi', 'Konservasi Energi', 'Konservasi Sumber Daya Energi', 'Lingkungan Hidup', 'Kemandirian Pengelolaan Energi', 'Pemanfaatan Energi', 'Industri Energi', 'Penyediaan Energi', 'Energi Primer', 'Energi Final', 'Elastisitas Energi', 'Intensitas Energi', 'Cadangan Energi', 'Cadangan Strategis', 'Cadangan Penyangga Energi', 'Diversifikasi Energi', 'Rasio Elektrifikasi', 'Badan Usaha', 'Pemerintah Pusat, selanjutnya disebut Pemerintah,', 'Pemerintah Daerah', 'Dewan Energi Nasional', 'Rasio Penggunaan Gas Rumah Tangga']",[],"['KETENTUAN UMUM', 'TUJUAN DAN SASARAN', 'ARAH KEBIJAKAN ENERGI NASIONAL', 'PENGAWASAN', 'KETENTUAN LAIN-LAIN', 'KETENTUAN PENUTUP', 'Tujuan', 'Sasaran', 'Kebijakan Utama', 'Kebijakan Pendukung', 'Ketersediaan Energi untuk Kebutuhan Nasional', 'Prioritas Pengembangan Energi', 'Pemanfaatan Sumber Daya Energi Nasional', 'Cadangan Energi Nasional', 'Konservasi Energi, Konservasi Sumber Daya Energi, dan Diversifikasi Energi', 'Lingkungan Hidup dan Keselamatan Kerja', 'Harga, Subsidi, dan Insentif Energi', 'Infrastruktur, Akses untuk Masyarakat, dan Industri Energi', 'Penelitian, Pengembangan, dan Penerapan Teknologi Energi', 'Kelembagaan dan Pendanaan']"
107-pmk.011-2013,107/PMK.011/2013,"Tata Cara Penghitungan, Penyetoran, dan Pelaporan Pajak Penghasilan atas Penghasilan Dari Usaha yang Diterima atau Diperoleh Wajib Pajak yang Memiliki Peredaran Bruto Tertentu.",2013,107,"['Undang-Undang Pajak Penghasilan', 'Tahun Pajak']",[],[]
83-pmk.05-2018,83/PMK.05/2018,Sistem Akuntansi dan Pelaporan Keuangan Transfer Ke Daerah dan Dana Desa.,2018,83,"['Sistem Akuntansi dan Pelaporan Keuangan Transfer ke Daerah dan Dana Desa', 'Transfer ke Daerah dan Dana Desa', 'Bendahara Umum Negara', 'Bagian Anggaran BUN', 'Unit Akuntansi dan Pelaporan Keuangan Kuasa Pengguna Anggaran BUN', 'Unit Akuntansi dan Pelaporan Keuangan Koordinator Kuasa Pengguna Anggaran BUN Penyaluran Transfer Dana Alokasi Khusus Fisik dan Dana Desa', 'Unit Akuntansi dan Pelaporan Keuangan Pembantu BUN', 'Unit Akuntansi dan Pelaporan Keuangan BUN', 'Laporan Realisasi Anggaran', 'Neraca', 'Laporan Operasional', 'Laporan Perubahan Ekuitas', 'Catatan atas Laporan Keuangan', 'Reviu', 'Rekonsiliasi']","['UAKPA BUN', 'UAKKPA BUN', 'UAPBUN']","['KETENTUAN UMUM', 'UNIT AKUNTANSI DAN PELAPORAN KEUANGAN TRANSFER KE DAERAH DAN DANA DESA', 'AKUNTANSI DAN PELAPORAN KEUANGAN Bagian Pertama Akuntansi dan Pelaporan Keuangan pada UAKPA BUN', 'PERNYATAAN TANGGUNG JAWAB', 'MODUL SISTEM AKUNTANSI DAN PELAPORAN KEUANGAN TRANSFER KE DAERAH DAN DANA DESA', 'PERNYATAAN TELAH DIREVIU', 'KETENTUAN PENUTUP', 'Akuntansi dan Pelaporan Keuangan pada UAKKPA BUN', 'Akuntansi dan Pelaporan Keuangan pada UAPBUN']"
96-pmk.05-2018,96/PMK.05/2018,Tarif Layanan Badan Layanan Umum Pusat Investasi Pemerintah pada Kementerian Keuangan,2018,96,"['Tarif layanan Badan Layanan Umum Pusat Investasi Pemerintah pada Kementerian Keuangan', 'Penyalur sebagaimana dimaksud pada ayat (1)', 'Lembaga linkage sebagaimana dimaksud pada ayat (1)']",[],[]
pp-81-tahun-2015,PP 81 TAHUN 2015,Impor dan/atau Penyerahan Barang Kena Pajak Tertentu yang Bersifat Strategis yang Dibebaskan Dari Pengenaan Pajak Pertambahan Nilai.,2015,81,['Barang Kena Pajak tertentu yang bersifat strategis yang atas impornya dibebaskan dari pengenaan Pajak Pertambahan Nilai meliputi: a. mesin dan peralatan pabrik yang'],[],[]
174-pmk.02-2019,174/PMK.02/2019,"Tata Cara Penyediaan, Penghitungan, Pembayaran, dan Pertanggungjawaban Subsidi Listrik",2019,174,"['Subsidi Listrik', 'Parameter Subsidi Listrik', 'Golongan Tarif', 'Biaya Pokok Penyediaan (Rp/kWh)', 'Volume Penjualan', 'Specific Fuel Consumption', 'Susut Jaringan', 'Bauran Energi', 'Kuasa Pengguna Anggaran Bendahara Umum Negara', 'Daftar Isian Pelaksanaan Anggaran Bendahara Umum Negara']",['DIPA'],[]
pp-8-tahun-2005,PP 8 TAHUN 2005,Tata Kerja dan Susunan Organisasi Lembaga Kerja Sama Tripartit.,2005,8,"['Lembaga Kerja Sama Tripartit', 'Lembaga Kerja Sama Tripartit Sektoral', 'Organisasi pengusaha', 'Serikat pekerja/serikat buruh', 'Menteri']","['LKS Tripartit', 'LKS Tripartit Sektoral']","['KETENTUAN UMUM', 'LEMBAGA KERJA SAMA TRIPARTIT NASIONAL', '- 10 -', 'LEMBAGA KERJA SAMA TRIPARTIT PROPINSI', 'LEMBAGA KERJA SAMA TRIPARTIT KABUPATEN/KOTA', 'LEMBAGA KERJA SAMA TRIPARTIT SEKTORAL', 'KETENTUAN PENUTUP', 'Pembentukan dan Tugas', 'Organisasi', 'Pengangkatan dan Pemberhentian', 'Tata Kerja', 'Pembiayaan', 'Keanggotaan', 'Kesekretariatan', 'Badan Pekerja', 'Pengangkatan', 'Pemberhentian']"
11-pmk.010-2020,11/PMK.010/2020,Pelaksanaan Peraturan Pemerintah Nomor 78 Tahun 2019 tentang Fasilitas Pajak Penghasilan untuk Penanaman Modal di Bidang-Bidang Usaha Tertentu dan/atau di Daerah-Daerah Tertentu,2020,11,"['Penanaman Modal', 'Bidang-bidang Usaha Tertentu', 'Bidang-bidang Usaha Tertentu dan di Daerah-daerah Tertentu', 'Lembaga Pengelola dan Penyelenggara Online Single Submission', 'Perizinan Berusaha Terintegrasi Secara Elektronik atau Online Single Submission', 'Kegiatan Usaha Utama', 'Saat Mulai Berproduksi Komersial']",['Lembaga OSS'],"['KETENTUAN UMUM', 'SUBJEK DAN JENIS FASILITAS', 'PERSYARATAN DAN TATA CARA PENETAPAN NILAI AKTIVA TETAP BERWUJUD', 'TATA CARA PENGAJUAN PERMOHONAN PEMBERIAN FASILITAS PAJAK PENGHASILAN', 'PERSYARATAN DAN TATA CARA PEMANFAATAN FASILITAS PAJAK PENGHASILAN', 'KEWAJIBAN PELAPORAN', 'TATA CARA PENGGANTIAN AKTIVA', 'PENCABUTAN FASILITAS PAJAK PENGHASILAN', 'KETENTUAN PERALIHAN']"
40-pmk.07-2020,40/PMK.07/2020,Perubahan atas Peraturan Menteri Keuangan Nomor 205/PMK.07/2019 tentang Pengelolaan Dana Desa,2020,40,"['Pemerintah Pusat', 'Pemerintah Daerah', 'Daerah Otonom', 'Kepala Daerah', 'Pemerintah Desa', 'Desa', 'Alokasi Dasar', 'Alokasi Afirmasi', 'Alokasi Kinerja', 'Alokasi Formula', 'Indeks Kemahalan Konstruksi', 'Indeks Kesulitan Geografis Desa', 'Indikasi Kebutuhan Dana Desa', 'Pengguna Anggaran Bendahara Umum Negara', 'Pembantu Pengguna Anggaran Bendahara Umum Negara', 'Bagian Anggaran Bendahara Umum Negara', 'Kuasa Pengguna Anggaran Bendahara Umum Negara', 'Daftar Isian Pelaksanaan Anggaran Bendahara Umum Negara', 'Rencana Kerja dan Anggaran Bendahara Umum Negara Dana Desa', 'Rencana Dana Pengeluaran Bendahara Umumselanjutnya disingkat RDP BUN TKDD', 'Kantor Pelayanan Perbendaharaan Negara', 'Anggaran Pendapatan dan Belanja Negara', 'Anggaran Pendapatan dan Belanja Daerah', 'Anggaran Pendapatan dan Belanja Desa selanjutnya disebut APBDes', 'Rekening Kas Umum Negara', 'Rekening Kas Umum Daerah', 'Rekening Kas Desa', 'Bantuan Langsung Tunai Desa']","['Pemerintah', 'Daerah', 'IKG Desa', 'RKA BUN Dana Desa', 'RKD']",[]
209-pmk.07-2011,209/PMK.07/2011,Pedoman Umum dan Alokasi Dana Alokasi Khusus Tahun Anggaran 2012.,2011,209,['Dana Alokasi Khusus (DAK) dialokasikan untuk membantu daerah mendanai kebutuhan fisik sarana dan prasarana dasar yang'],[],"['RUANG LINGKUP', 'ALOKASI', 'PENETAPAN ALOKASI Bagian Pertama Kriteria', 'PETUNJUK TEKNIS', 'PENGANGGARAN DAN PELAKSANAAN KEGIATAN', 'DANA PENDAMPING', 'PENYALURAN', 'PELAPORAN', 'PEMANTAUAN, EVALUASI, DAN PENGAWASAN', 'KETENTUAN PENUTUP', 'Penetapan Alokasi', 'Arah Kebijakan dan Ruang Lingkup Kegiatan']"
217-pmk.05-2015,217/PMK.05/2015,Pernyataan Standar Akuntansi Pemerintahan Berbasis Akrual Nomor 13 tentang Penyajian Laporan Keuangan Badan Layanan Umum.,2015,217,"['Pemerintah', 'Akuntansi', 'Standar Akuntansi Pemerintahan', 'Pernyataan Standar Akuntansi Pemerintahan']",[],[]
85-pmk.05-2013,85/PMK.05/2013,Tarif Layanan Badan Layanan Umum Balai Pendidikan dan Pelatihan Ilmu Pelayaran Surabaya pada Kementerian Perhubungan.,2013,85,['Tarif Layanan Badan Layanan Umum Balai Pendidikan dan Pelatihan Ilmu Pelayaran Surabaya pada Kementerian Perhubungan'],[],[]
pp-47-tahun-2007,PP 47 TAHUN 2007,Kawasa Perdagangan Bebas dan Pelabuhan Bebas Bintan,2007,47,"['Kawasan Perdagangan Bebas dan Pelabuhan Bebas Bintan sebagaimana dimaksud pada ayat (1) meliputi : a. Sebagian dari wilayah Kabupaten Bintan serta seluruh Kawasan Industri Galang Batang, Kawasan Industri Maritim, dan Pulau Lobam; b. Sebagian dari wilayah Kota Tanjung Pinang yang meliputi Kawasan Industri Senggarang dan Kawasan Industri Dompak Darat; (3) Batas tetap dan titik koordinat dari wilayah sebagaimana dimaksud pada ayat (2)']",[],[]
195-pmk.07-2012,195/PMK.07/2012,Pedoman Umum dan Alokasi Dana Otonomi Khusus Provinsi Aceh Tahun Anggaran 2013.,2012,195,['Dana Otonomi Khusus Provinsi Aceh'],[],[]
121-pmk.011-2013,121/PMK.011/2013,Jenis Barang Kena Pajak yang Tergolong Mewah Selain Kendaraan Bermotor yang Dikenai Pajak Penjualan atas Barang Mewah.,2013,121,['Jenis Barang Kena Pajak yang Tergolong Mewah selain kendaraan bermotor yang dikenai Pajak Penjualan atas Barang Mewah dengan tarif sebesar 10% (sepuluh persen)'],[],[]
pp-58-tahun-2014,PP 58 TAHUN 2014,Perubahan Nama Kabupaten Pontianak Menjadi Kabupaten Mempawah di Provinsi Kalimantan Barat.,2014,58,[],[],[]
90-pmk.06-2014,90/PMK.06/2014,Perubahan atas Peraturan Menteri Keuangan Nomor 1/PMK.06/2013 tentang Penyusutan Barang Milik Negara Berupa Aset Tetap pada Entitas Pemerintah Pusat.,2014,90,[],[],[]
67-pmk.02-2017,67/PMK.02/2017,"Perubahan atas Peraturan Menteri Keuangan Nomor 66/PMK.02/2013 tentang Tata Cara Penyediaan, Pencairan, dan Pertanggungjawaban Dana Subsidi Benih.",2017,67,[],[],[]
perpres-19-tahun-2014,PERPRES 19 TAHUN 2014,"Pengesahan The Agreement On The Establishment Of The Regional Secretariat Of The Coral Triangle Initiative On Coral Reefs, Fisheries And Food Security (Persetujuan Mengenai Pembentukan Sekretariat Regional Prakarsa Segitiga Karang untuk Terumbu Karang, Perikanan, dan Ketahanan Pangan).",2014,19,"['Mengesahkan the Agreement on the Establishment of the Regional Secretariat of the Coral Triangle Initiative on Coral Reefs, Fisheries and Food Security (Persetujuan mengenai Pembentukan Sekretariat Regional Prakarsa Segitiga Karang untuk Terumbu Karang, Perikanan, dan Ketahanan Pangan), yang telah ditandatangani pada tanggal 28 Oktober 2011 di Jakarta, yang naskah aslinya dalam Bahasa Inggris dan terjemahannya dalam Bahasa Indonesia sebagaimana terlampir dan']",[],[]
perpres-135-tahun-2014,PERPRES 135 TAHUN 2014,"Perubahan Ketujuh atas Peraturan Presiden Nomor 24 Tahun 2010 tentang Kedudukan, Tugas, dan Fungsi Kementerian Negara Serta Susunan Organisasi, Tugas dan Fungsi Eselon I Kementerian Negara",2014,135,[],[],[]
162-pmk.03-2014,162/PMK.03/2014,Tata Cara Penerbitan Surat Keterangan Bebas Pajak Pertambahan Nilai atau Pajak Pertambahan Nilai dan Pajak Penjualan atas Barang Mewah Kepada Perwakilan Negara Asing dan Badan Internasional Serta Pejabatnya.,2014,162,"['Perwakilan Negara Asing', 'Pejabat Perwakilan Negara Asing', 'Badan Internasional', 'Pejabat Badan Internasional']",[],[]
226-pmk.04-2014,226/PMK.04/2014,"Penimbunan, Pemasukan, Pengeluaran, dan Pengangkutan Barang Kena Cukai.",2014,226,"['Undang-Undang Cukai', 'Tempat Penimbunan Sementara', 'Tempat Penimbunan Berikat', 'Kawasan Pabean', 'Pabrik', 'Orang', 'Pengusaha Pabrik', 'Tempat Penyimpanan', 'Pengusaha Tempat Penyimpanan', 'Kantor Direktorat Jenderal Bea dan Cukai', 'Direktur Jenderal', 'Dokumen Cukai']",['Kantor'],"['KETENTUAN UMUM', 'PENIMBUNAN BARANG KENA CUKAI', 'PEMASUKAN, PENGELUARAN, DAN PENGANGKUTAN BARANG KENA CUKAI', 'KETENTUAN PERALIHAN', 'PENUTUP']"
pp-18-tahun-2015,PP 18 TAHUN 2015,"Fasilitas Pajak Penghasilan untuk Penanaman Modal di Bidang-Bidang Usaha Tertentu
Dan/Atau di Daerah-Daerah Tertentu.",2015,18,"['Penanaman Modal', 'Bidang-bidang Usaha Tertentu', 'Daerah-daerah Tertentu']",[],[]
146-pmk.05-2016,146/PMK.05/2016,Perkiraan Defisit yang Melampaui Target Defisit Anggaran Pendapatan dan Belanja Negara Tahun Anggaran 2016 dan Tambahan Pembiayaan Defisit yang Diperkirakan Melampaui Target Defisit Anggaran Pendapatan dan Belanja Negara Tahun Anggaran 2016.,2016,146,"['Anggaran Pendapatan dan Belanja Negara, selanjutnya disingkat APBN', 'Defisit', 'Komite Asset-Liability Management Kementerian Keuangan', 'Saldo Anggaran Lebih', 'Pinjaman Luar Negeri', 'Surat Berharga Negara']",['Komite ALM'],[]
pp-47-tahun-2019,PP 47 TAHUN 2019,Pemberdayaan Lembaga Jasa Keuangan dan Pelaksanaan Kemudahan dan/atau Bantuan Pembiayaan dalam Sistem Pembiayaan Perumahan dan Kawasan Permukiman,2019,47,"['Pemberdayaan Lembaga Jasa Keuangan', 'Lembaga Jasa Keuangan', 'Pembiayaan Perumahan dan Kawasan Permukiman,', 'Sistem Pembiayaan Perumahan dan Kawasan Permukiman,', 'Dana Murah Jangka Panjang', 'Lembaga Penerbit Kredit/Pembiayaan Pelaksana', 'Rumah Umum', 'Rumah Swadaya', 'Masyarakat Berpenghasilan Rendah', 'Pemerintah Pusat', 'Pemerintah Daerah', 'Menteri']","['Pembiayaan PKP', 'Sistem Pembiayaan PKP', 'LPKP Pelaksana']","['KETENTUAN UMUM', 'PEMBERDAYAAN LEMBAGA JASA KEUANGAN DALAM SISTEM PEMBIAYAAN PKP SERTA TATA CARA PENGERAHAN DAN PEMUPUKAN DANA', 'PELAKSANAAN PEMBERIAN KEMUDAHAN DAN/ATAU BANTUAN PEMBIAYAAN', 'KETENTUAN PENUTUP', 'Umum', 'Rumah Umum', 'Rumah Swadaya', 'Pengendalian Kemudahan dan/atau Bantuan Pembiayaan', 'Skema Pembiayaan', 'Penjaminan atau Asuransi', 'Dana Murah Jangka Panjang']"
76-pmk.011-2012,76/PMK.011/2012,Perubahan atas Peraturan Menteri Keuangan Nomor 176/PMK.011/2009 tentang Pembebasan Bea Masuk atas Impor Mesin Serta Barang dan Bahan untuk Pembangunan atau Pengembangan Industri dalam Rangka Penanaman Modal.,2012,76,[],[],[]
202-pmk.04-2019,202/PMK.04/2019,Pengeluaran Barang Impor untuk Dipakai Berupa Kendaraan Bermotor dalam Bentuk Jadi (Completely Built Up),2019,202,"['Impor', 'Kendaraan Bermotor', 'Kawasan Pabean', 'Kantor Pabean', 'Sistem Komputer Pelayanan', 'Menteri', 'Direktur Jenderal', 'Pejabat Bea dan Cukai', 'Data Kendaraan Bermotor', 'Portal Direktorat Jenderal Bea dan Cukai', 'Data A', 'Data B', 'Data C']",['Data'],"['KETENTUAN UMUM', 'IMPOR KENDARAAN BERMOTOR DALAM BENTUK JADI ( COMPLETELY BUILT UP )', 'PERBAIKAN DATA IMPOR KENDARAAN BERMOTOR', 'KETENTUAN LAIN-LAIN', 'KETENTUAN PERALIHAN', 'KETENTUAN PENUTUP', 'Pemberitahuan Pabean Impor', 'Data A', 'Data B', 'Data C']"
31-pmk.03-2014,31/PMK.03/2014,Saat Penghitungan dan Tata Cara Pembayaran Kembali Pajak Masukan yang Telah Dikreditkan dan Telah Diberikan Pengembalian Bagi Pengusaha Kena Pajak yang Mengalami Keadaan Gagal Berproduksi.,2014,31,"['Undang-Undang Ketentuan Umum dan Tata Cara Perpajakan', 'Pajak Masukan', 'Barang Modal']",[],[]
106-pmk.011-2011,106/PMK.011/2011,Bea Masuk Ditanggung Pemerintah atas Impor Barang dan Bahan Guna Pembuatan Karpet dan/atau Permadani untuk Tahun Anggaran 2011.,2011,106,"['Perusahaan', 'Barang dan Bahan Untuk Industri Pembuatan Karpet dan/atau Permadani']",['Barang dan Bahan'],[]
179-pmk.05-2018,179/PMK.05/2018,Tarif Layanan Badan Layanan Umum Unit Penyelenggara Bandar Udara Kalimaru Berau pada Kementerian Perhubungan,2018,179,['Tarif layanan Badan Layanan Umum Unit Penyelenggara Bandar Udara Kalimarau Berau pada Kementerian Perhubungan'],[],[]
pp-8-tahun-2019,PP 8 TAHUN 2019,Jenis dan Tarif atas Jenis Penerimaan Negara Bukan Pajak yang Berlaku pada Badan Tenaga Nuklir Nasional,2019,8,[],[],[]
221-pmk.05-2014,221/PMK.05/2014,Tarif Layanan Badan Layanan Umum Institut Agama Islam Negeri Raden Fatah Palembang pada Kementerian Agama.,2014,221,['Tarif Layanan Badan Layanan Umum Institut Agama Islam Negeri Raden Fatah Palembang pada Kementerian Agama'],[],[]
perpres-105-tahun-2012,PERPRES 105 TAHUN 2012,Tunjangan Kinerja Pegawai di Lingkungan Kementerian Perumahan Rakyat.,2012,105,"['Pegawai Negeri', 'Pegawai di lingkungan Kementerian Perumahan Rakyat']",[],[]
19-pmk.01-2010,19/PMK.01/2010,Tenaga Pengkaji di Lingkungan Direktorat Jenderal Kekayaan Negara Departemen Keuangan.,2010,19,"['Tenaga Pengkaji di lingkungan Direktorat Jenderal Kekayaan Negara Departemen Keuangan,']","['Tenaga Pengkaji,']","['KEDUDUKAN, TUGAS, DAN FUNGSI', 'SUSUNAN', 'TATA KERJA', 'KEPANGKATAN, PENGANGKATAN, DAN PEMBERHENTIAN', 'KETENTUAN PENUTUP']"
pp-15-tahun-2015,PP 15 TAHUN 2015,Perlakuan Pajak Pertambahan Nilai atas Penyerahan Bahan Bakar Minyak untuk Kapal Angkutan Laut Luar Negeri,2015,15,"['Kapal', 'Angkutan Laut Luar Negeri']",[],[]
perpres-156-tahun-2014,PERPRES 156 TAHUN 2014,Tunjangan Kinerja Pegawai di Lingkungan Kementerian Keuangan.,2014,156,"['Pegawai Negeri Sipil', 'Pegawai di lingkungan Kementerian Keuangan']",[],[]
40-pmk.05-2012,40/PMK.05/2012,Tarif Layanan Badan Layanan Umum Politeknik Kesehatan Surabaya pada Kementerian Kesehatan.,2012,40,['Tarif layanan Badan Layanan Umum Politeknik Kesehatan Surabaya pada Kementerian Kesehatan'],[],[]
138-pmk.05-2014,138/PMK.05/2014,Tarif Layanan Badan Layanan Umum Pusat Pengelolaan Komplek Kemayoran Jakarta pada Kementerian Sekretariat Negara.,2014,138,['Tarif layanan Badan Layanan Umum Pusat Pengelolaan Komplek Kemayoran Jakarta pada Kementerian Sekretariat Negara'],[],[]
181-pmk.01-2014,181/PMK.01/2014,Pedoman Tata Naskah Dinas Kementerian Keuangan.,2014,181,['Pedoman Tata Naskah Dinas Kementerian Keuangan sebagaimana ditetapkan dalam Lampiran yang'],[],[]
202-pmk.07-2009,202/PMK.07/2009,Perkiraan Alokasi Bea Perolehan Hak atas Tanah dan Bangunan Bagian Pemerintah Pusat yang Dibagikan Kepada Seluruh Kabupaten dan Kota Tahun Anggaran 2010.,2009,202,[],[],[]
212-pmk.07-2012,212/PMK.07/2012,"Alokasi Dana Bagi Hasil Sumber Daya Alam Pertambangan Minyak Bumi dan Gas Bumi 
 dalam Rangka Otonomi Khusus di Provinsi Papua Barat Tahun Anggaran 2012.",2012,212,[],[],[]
106-pmk.07-2014,106/PMK.07/2014,Perkiraan Alokasi Dana Bagi Hasil Cukai Hasil Tembakau Tahun Anggaran 2014.,2014,106,[],[],[]
44-pmk.05-2011,44/PMK.05/2011,Perubahan atas Peraturan Menteri Keuangan Nomor 181/PMK.05/2008 tentang Pelaksanaan Investasi Pemerintah.,2011,44,[],[],[]
perpres-75-tahun-2012,PERPRES 75 TAHUN 2012,Pengesahan International Cocoa Agreement 2010 (Persetujuan Kakao Internasional 2010).,2012,75,"['Mengesahkan International Cocoa Agreement 2010 (Persetujuan Kakao Internasional 2010), yang telah ditandatangani pada tanggal 25 Juni 2011 di Jenewa, yang naskah aslinya dalam Bahasa Arab, Bahasa Cina, Bahasa Inggris, Bahasa Perancis, Bahasa Rusia dan Bahasa Spanyol, dan terjemahannya dalam Bahasa Indonesia sebagaimana terlampir dan']",[],[]
31-pmk.010-2019,31/PMK.010/2019,Pencabutan Peraturan Menteri Keuangan Nomor 210/PMK.010/2018 tentang Perlakuan Perpajakan atas Transaksi Perdagangan Melalui Sistem Elektronik (E-Commerce).,2019,31,[],[],[]
